message,sentiment
 Large tech companies say they are close to getting quantum computers to work. I wish we could go back to simpler times. Such a race to build things to find out all of the mysteries of the universe., Sad
" Haha, true. It's sad that as humans, we have destroyed 80 percent of earth's natural forests.", Sad
" Haha, that was my first thought.", Sad
" It was sad to see him die, I really enjoyed his work.", Sad
" That would be a better choice. A nba hall of famer Reggie Miller scored a career high 40 points in 1982. Sad thing is is that his sister scored 105 points and broke 8 records, Reggie couldn't escape his older sister's shadow.", Sad
" Yeah, I think it would be kind of depressing to get such a huge lump sum of money so late in life though.", Sad
 did you know 78% of players go bankrupt just 2 years after retirement?, Sad
" Yes, very much and also about 60%  are broke after 5 years. I think they need some financial guidance!", Sad
 No not at all.  I was happy to see Lebron and Kyrie Irving beat them a couple years ago.  Last year Lebron had no help though., Sad
 I hope you are better off than most NBA and NFL players after they stop playing... More than half are either broke or bankrupt!, Sad
" Yeah. That's why it was so smart for Tim Duncan to stay in college four years rather than jump early to the NBA. Things worked out well for him with the spurrs, but many players get injured or let go and they have no degree to fall back on...", Sad
 Its a shame he wasn't paid more when part of the warriors since he seemed to make the team., Sad
 yes.  agree.  his multiple ankle injuries played a role in the Warriors getting back to their normal selves.  He only played in 58 of the team's 95 games and basically played himself back into shape., Sad
 interesting.  good morals.  funny when Nike was pitching Curry to sign on with them the press was so bad they left Kevin Durant's name in there and he signed on with Under Armor instead.  bet that Nike rep was fired on the spot., Sad
 this is crazy...  2 years after retirement 78% of NFL players go bankrupt. or under financial stress.  five year after retirement 60% are flat broke., Sad
 sounds like these guys spend so much as players when they get the big paychecks they never save any and can't afford the bills anymore after retirement.  it would be hard for sure.  especially in the NFL where there are no guaranteed contracts., Sad
" agree, that area of CA is where high tech lives.  so expensive.  so Spencer Haywood chose to take $100k instead of a 10% stake in Nike as payment.  Imagine what 10% of Nike is worth today?>", Sad
" Wow! One thing's for sure, Steph Curry is not only a great player but philanthropic as well for partnering with a foundation that pledges to donate 3 mosquito nets for every 3 pointer he makes in areas of Africa where mosquitoes are dangers. So scary to think that such small things can kill people!", Sad
" Sad Nike of all companies were so unprepared for that meeting with a high caliber player like Curry. But he's better off with Under Armor, in my opinion anyway. That makes me lose a lot of respect for Nike!", Sad
 Well its worse for fooball players since most of them end up with brain damage so its harder to find a job that way, Sad
 You know they lost to the Cleveland Cavaliers in the 2016 finals., Sad
 Mine do too. My 7 year old acts like he is too cool for it but I catch him watching it all the time. My daughter loves her some Jojo. The WORST!, Sad
" Yeah, the possibility of finding another inhabitable planet seems slim. We really should try to make do with this one.", Sad
 I too believe the fine is a bit outrageous. I also find it appalling that Oscar Wilde was convicted of being a Homosexual practicing sodomy. I believe that two years in prison was  a bit excessive for something so widely accepted today., Sad
" Im not sure what to make out of that, seems like he was delusional in the end, ", Sad
 Did you hear about actor Anton Yelchin getting ran over by his own Jeep Grand Cherokee?, Sad
 Yes and they reached a an undisclosed settlement with Chrysler. It went into his foundation. , Sad
" Yes there was a recall.  I think he probably liked the fact that the first space shuttle was named the ""Enterprise"". ", Sad
 I remember see it when I was a kid.  I found it sad more than horrifying  ., Sad
" I used to live in DC, you'd think I'd know.  I don't really know about these murals that people mention.", Sad
" Sorry, I don't know above that details.", Sad
" I didn't know that.  Changing topics a little, I saw that over 80% of the Earth's natural forests have already been destroyed.", Sad
 Isn't that heartbreaking? Especially when you consider only 30% of Earth's surface is actually land mass., Sad
 Probably. More than 80% of the Earth's natural forests have been destroyed., Sad
" Game changer, the Department of Justice due to antitrust laws is forcing disney to sell.  I would think Amazon is a bad choice to the Department as well!", Sad
 Then they end up in some rescue zoo.  Shame. When will we learn... Maybe machine learning is the answer?, Sad
 Yes 71% Covered Water, Sad
" unfortunately, 80% of our forests have been destroyed", Sad
" I've gotten rid of most my cd's unfortunately, I do miss the old audio tape albums though", Sad
" Yes that is really sad. I also worried that Earth will run out of helium by the end of the 21st century, I don't know what we'll use to blow up our Balloons with haha, but seriously it is used for manufacturing computer parts", Sad
